riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4276643-?	5E-29	-	NR	-	-	-	SCARA5	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	8:27946082	35285134	"Temprano-Sagrera G"
rs7859473-?	3E-20	-	NR	-	-	-	DDX31,BARHL1	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	9:132592859	35285134	"Temprano-Sagrera G"
rs10793962-?	5E-324	-	NR	-	-	-	ABO	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	9:133253728	35285134	"Temprano-Sagrera G"
rs35458154-?	3E-11	-	NR	-	-	-	KIRREL3,ST3GAL4	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	11:126426930	35285134	"Temprano-Sagrera G"
rs1063857-?	2E-91	-	NR	-	-	-	VWF	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	12:6044348	35285134	"Temprano-Sagrera G"
rs150213942-?	5E-28	-	NR	-	-	-	CLCN3	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	4:169668005	35285134	"Temprano-Sagrera G"
rs4456810-?	3E-24	-	NR	-	-	-	STAG1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	3:136683311	35285134	"Temprano-Sagrera G"
rs13108218-?	1E-11	-	NR	-	-	-	HGFAC	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	4:3442204	35285134	"Temprano-Sagrera G"
rs6847935-?	1E-15	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	4:110775495	35285134	"Temprano-Sagrera G"
rs2227402-?	5E-189	-	NR	-	-	-	FGB	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	4:154565318	35285134	"Temprano-Sagrera G"
rs13355592-?	6E-11	-	NR	-	-	-	ARL2BPP4,HINT1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	5:131064345	35285134	"Temprano-Sagrera G"
rs9327618-?	1E-12	-	NR	-	-	-	RAPGEF6	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	5:131571971	35285134	"Temprano-Sagrera G"
rs2057655-?	2E-79	-	NR	-	-	-	IRF1-AS1,IRF1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	5:132471932	35285134	"Temprano-Sagrera G"
rs6967917-?	2E-14	-	NR	-	-	-	MRM3P2,SNX13	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	7:17944674	35285134	"Temprano-Sagrera G"
rs2107595-?	8E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	7:19009765	35285134	"Temprano-Sagrera G"
rs112634479-?	2E-10	-	NR	-	-	-	GIMAP4,TRPC6P3	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	7:150601396	35285134	"Temprano-Sagrera G"
rs7012814-?	6E-11	-	NR	-	-	-	PPP1R3B-DT	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	8:9315848	35285134	"Temprano-Sagrera G"
rs7010330-?	4E-10	-	NR	-	-	-	PLEC	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	8:143962447	35285134	"Temprano-Sagrera G"
rs7916868-?	9E-24	-	NR	-	-	-	JMJD1C	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	10:63229171	35285134	"Temprano-Sagrera G"
rs7934094-?	9E-14	-	NR	-	-	-	TTC17	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	11:43484157	35285134	"Temprano-Sagrera G"
rs72920867-?	3E-10	-	NR	-	-	-	MS4A4E,MS4A4A	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	11:60237951	35285134	"Temprano-Sagrera G"
rs10841849-?	2E-9	-	NR	-	-	-	GYS2	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	12:21562607	35285134	"Temprano-Sagrera G"
rs11609506-?	3E-12	-	NR	-	-	-	DIP2B	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	12:50663314	35285134	"Temprano-Sagrera G"
rs3184504-?	7E-27	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	8E-23	-	NR	-	-	-	HECTD4	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	12:112172910	35285134	"Temprano-Sagrera G"
rs750658-?	1E-12	-	NR	-	-	-	ZFP36L1,MAGOH3P	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	14:68823184	35285134	"Temprano-Sagrera G"
rs28364388-?	1E-9	-	NR	-	-	-	CAPN3	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	15:42384239	35285134	"Temprano-Sagrera G"
rs7203398-?	1E-14	-	NR	-	-	-	CHD9	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	16:53155760	35285134	"Temprano-Sagrera G"
rs2278027-?	1E-12	-	NR	-	-	-	DHODH	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	16:72017470	35285134	"Temprano-Sagrera G"
rs12445022-?	8E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	16:87541726	35285134	"Temprano-Sagrera G"
rs1800961-?	1E-10	-	NR	-	-	-	HNF4A	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	20:44413724	35285134	"Temprano-Sagrera G"
rs9808651-?	6E-22	-	NR	-	-	-	LINC02940,RPL23AP12	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	21:39094542	35285134	"Temprano-Sagrera G"
rs75347843-?	6E-11	-	NR	-	-	-	SHANK3,Y_RNA	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	22:50673933	35285134	"Temprano-Sagrera G"
rs1052053-?	7E-11	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	1:156232382	35285134	"Temprano-Sagrera G"
rs6847935-?	1E-16	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	4:110775495	35285134	"Temprano-Sagrera G"
rs6825454-?	2E-9	-	NR	-	-	-	FGA,FGB	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	4:154580036	35285134	"Temprano-Sagrera G"
rs9399599-?	1E-17	-	NR	-	-	-	STXBP5	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	6:147382163	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	7:19009765	35285134	"Temprano-Sagrera G"
rs7859727-?	9E-10	-	NR	-	-	-	CDKN2B-AS1	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	9:22102166	35285134	"Temprano-Sagrera G"
rs3184504-?	4E-15	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	5E-13	-	NR	-	-	-	HECTD4	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	12:112172910	35285134	"Temprano-Sagrera G"
rs12445022-?	1E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or tissue plasminogen activator levels (pleiotropy)"	"Ischemic stroke,tissue plasminogen activator measurement"	-	GCST90129554	16:87541726	35285134	"Temprano-Sagrera G"
rs1052053-?	6E-11	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	1:156232382	35285134	"Temprano-Sagrera G"
rs11066188-?	7E-13	-	NR	-	-	-	HECTD4	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	12:112172910	35285134	"Temprano-Sagrera G"
rs12445022-?	2E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	16:87541726	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	7:19009765	35285134	"Temprano-Sagrera G"
rs2227631-?	2E-14	-	NR	-	-	-	TRIM56,SERPINE1	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	7:101126257	35285134	"Temprano-Sagrera G"
rs3184504-?	1E-14	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	12:111446804	35285134	"Temprano-Sagrera G"
rs6825454-?	2E-9	-	NR	-	-	-	FGA,FGB	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	4:154580036	35285134	"Temprano-Sagrera G"
rs6847935-?	6E-17	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	4:110775495	35285134	"Temprano-Sagrera G"
rs7859727-?	2E-9	-	NR	-	-	-	CDKN2B-AS1	"Ischemic stroke or plasminogen activator inhibitor 1 levels (pleiotropy)"	"Ischemic stroke,plasminogen activator inhibitor 1 measurement"	-	GCST90129555	9:22102166	35285134	"Temprano-Sagrera G"
rs4981022-?	7E-41	-	NR	-	-	-	STAB2	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	12:103756096	35285134	"Temprano-Sagrera G"
rs3184504-?	3E-16	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	2E-14	-	NR	-	-	-	HECTD4	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	12:112172910	35285134	"Temprano-Sagrera G"
rs4759787-?	2E-19	-	NR	-	-	-	STX2	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	12:130805635	35285134	"Temprano-Sagrera G"
rs4904820-?	9E-20	-	NR	-	-	-	TC2N	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	14:91852591	35285134	"Temprano-Sagrera G"
rs12445022-?	3E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	16:87541726	35285134	"Temprano-Sagrera G"
rs2277998-?	9E-15	-	NR	-	-	-	CLEC4M	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	19:7766742	35285134	"Temprano-Sagrera G"
rs5750823-?	1E-12	-	NR	-	-	-	TAB1	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	22:39433968	35285134	"Temprano-Sagrera G"
rs1052053-?	7E-11	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	1:156232382	35285134	"Temprano-Sagrera G"
rs710446-?	5E-307	-	NR	-	-	-	KNG1,HRG-AS1	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	3:186742138	35285134	"Temprano-Sagrera G"
rs6847935-?	2E-16	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	4:110775495	35285134	"Temprano-Sagrera G"
rs6825454-?	2E-9	-	NR	-	-	-	FGA,FGB	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	4:154580036	35285134	"Temprano-Sagrera G"
rs4253417-?	1E-197	-	NR	-	-	-	F11	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	4:186277851	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	7:19009765	35285134	"Temprano-Sagrera G"
rs3184504-?	3E-15	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	2E-13	-	NR	-	-	-	HECTD4	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	12:112172910	35285134	"Temprano-Sagrera G"
rs12445022-?	3E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or factor XI levels (pleiotropy)"	"factor XI measurement,Ischemic stroke"	-	GCST90129552	16:87541726	35285134	"Temprano-Sagrera G"
rs1892534-?	2E-16	-	NR	-	-	-	LEPR	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	1:65640261	35285134	"Temprano-Sagrera G"
rs12730935-?	1E-39	-	NR	-	-	-	IL6R	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	1:154447416	35285134	"Temprano-Sagrera G"
rs1052053-?	5E-10	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	1:156232382	35285134	"Temprano-Sagrera G"
rs12239046-?	2E-32	-	NR	-	-	-	NLRP3	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	1:247438293	35285134	"Temprano-Sagrera G"
rs1558643-?	2E-10	-	NR	-	-	-	IL1R1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	2:102115231	35285134	"Temprano-Sagrera G"
rs6734238-?	2E-33	-	NR	-	-	-	RNU6-1180P,IL1F10	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	2:113083453	35285134	"Temprano-Sagrera G"
rs715-?	1E-16	-	NR	-	-	-	CPS1	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	2:210678331	35285134	"Temprano-Sagrera G"
rs59104589-?	7E-21	-	NR	-	-	-	HDLBP	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	2:241298487	35285134	"Temprano-Sagrera G"
rs10467994-?	2E-12	-	NR	-	-	-	SPPL2A	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	15:50716490	35285134	"Temprano-Sagrera G"
rs8062405-?	1E-9	-	NR	-	-	-	ATXN2L	"Ischemic stroke or fibrinogen levels (pleiotropy)"	"Ischemic stroke,fibrinogen measurement"	-	GCST90129553	16:28826585	35285134	"Temprano-Sagrera G"
rs710446-?	2E-6	-	NR	-	"0.089 unit decrease"	[NR]	KNG1,HRG-AS1	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	3:186742138	26908601	"Hinds DA"
rs1799963-A	1E-24	-	0.0145	1.9531249	-	[1.74-2.19]	F2	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	11:46739505	26908601	"Hinds DA"
rs7654093-T	2E-19	-	0.2322	1.216	-	"[1.166- 1.267]"	FGG,LRAT	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	4:154623920	26908601	"Hinds DA"
rs6025-T	4E-137	-	0.0253	2.927	-	"[2.715- 3.154]"	F5	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	1:169549811	26908601	"Hinds DA"
rs114209171-T	7E-13	-	0.7756	1.153	-	"[1.108- 1.200]"	FUNDC2	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	X:155050522	26908601	"Hinds DA"
rs9797861-T	6E-9	-	0.7601	1.145	-	"[1.093- 1.199]"	SLC44A2	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	19:10632450	26908601	"Hinds DA"
rs34234989-?	7E-9	-	0.2852	1.1299435	-	[1.08-1.18]	PROCR	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	20:35186731	26908601	"Hinds DA"
rs72798544-G	2E-7	-	0.0265	1.3642566	-	[1.22-1.53]	COX7A2L	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	2:42372465	26908601	"Hinds DA"
rs17490626-G	3E-7	-	0.8782	1.165	-	"[1.098- 1.236]"	TSPAN15	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	10:69458890	26908601	"Hinds DA"
rs113092656-A	4E-7	-	0.0341	1.3736264	-	[1.22-1.55]	Metazoa_SRP,TMEM170B	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	6:11615072	26908601	"Hinds DA"
rs60942712-T	8E-7	-	0.101	1.211	-	"[1.124- 1.306]"	ICE2P2,GAPDHP50	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	3:88998609	26908601	"Hinds DA"
rs529565-C	7E-63	-	0.3412	1.3831259	-	[1.33-1.43]	ABO	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	9:133274084	26908601	"Hinds DA"
rs4444878-A	7E-28	-	0.4012	1.2345679	-	[1.19-1.28]	F11-AS1	Thrombosis	"Ischemic stroke,venous thromboembolism,stroke,Abnormal thrombosis,deep vein thrombosis,pulmonary embolism"	-	GCST003390	4:186292729	26908601	"Hinds DA"
