riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs72743467-?	9E-10	-	NR	-	-	-	SMAD3	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	15:67159072	35285134	"Temprano-Sagrera G"
rs11072811-?	9E-25	-	NR	-	-	-	MORF4L1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	15:78839988	35285134	"Temprano-Sagrera G"
rs7162318-?	1E-16	-	NR	-	-	-	KRT18P47,CARMAL	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	15:89031951	35285134	"Temprano-Sagrera G"
rs8027450-?	3E-19	-	NR	-	-	-	FURIN	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	15:90875164	35285134	"Temprano-Sagrera G"
rs3851738-?	6E-13	-	NR	-	-	-	CFDP1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	16:75353635	35285134	"Temprano-Sagrera G"
rs11658797-?	8E-10	-	NR	-	-	-	SMG6	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	17:2185675	35285134	"Temprano-Sagrera G"
rs78023668-?	1E-9	-	NR	-	-	-	MYH13	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	17:10323281	35285134	"Temprano-Sagrera G"
rs35073649-?	4E-12	-	NR	-	-	-	ZNF652	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	17:49345148	35285134	"Temprano-Sagrera G"
rs11079405-?	2E-14	-	NR	-	-	-	BCAS3	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	17:60948544	35285134	"Temprano-Sagrera G"
rs149751995-?	1E-20	-	NR	-	-	-	NRBF2P1,MIR187	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	18:35903769	35285134	"Temprano-Sagrera G"
rs56289821-?	2E-29	-	NR	-	-	-	SMARCA4	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	19:11077571	35285134	"Temprano-Sagrera G"
rs10417684-?	1E-10	-	NR	-	-	-	FCHO1,MAP1S	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	19:17739496	35285134	"Temprano-Sagrera G"
rs11670056-?	1E-10	-	NR	-	-	-	ELL	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	19:18479133	35285134	"Temprano-Sagrera G"
rs2288874-?	2E-13	-	NR	-	-	-	TGFB1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	19:41346870	35285134	"Temprano-Sagrera G"
rs7412-?	3E-28	-	NR	-	-	-	APOE	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	19:44908822	35285134	"Temprano-Sagrera G"
rs139141104-?	3E-17	-	NR	-	-	-	MUC22	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:31021244	35285134	"Temprano-Sagrera G"
rs117796653-?	2E-15	-	NR	-	-	-	EIF4EP4,SEMA3C	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:81068438	35285134	"Temprano-Sagrera G"
rs144020436-?	2E-14	-	NR	-	-	-	UBE2H-DT	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:130003190	35285134	"Temprano-Sagrera G"
rs2621323-?	9E-11	-	NR	-	-	-	TAP2,HLA-DOB	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:32820930	35285134	"Temprano-Sagrera G"
rs3822921-?	1E-9	-	NR	-	-	-	ANKS1A	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:35089554	35285134	"Temprano-Sagrera G"
rs1832181-?	6E-22	-	NR	-	-	-	TARID,LINC01312	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:133865027	35285134	"Temprano-Sagrera G"
rs144078421-?	1E-26	-	NR	-	-	-	AIRN,IGF2R	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:160003858	35285134	"Temprano-Sagrera G"
rs55730499-?	9E-122	-	NR	-	-	-	LPA	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:160584578	35285134	"Temprano-Sagrera G"
rs55754459-?	9E-16	-	NR	-	-	-	AGPAT4	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	6:161130144	35285134	"Temprano-Sagrera G"
rs2023938-?	4E-11	-	NR	-	-	-	HDAC9	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:18997152	35285134	"Temprano-Sagrera G"
rs192407614-?	2E-12	-	NR	-	-	-	ANLN,AOAH	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:36459695	35285134	"Temprano-Sagrera G"
rs11556924-?	3E-16	-	NR	-	-	-	ZC3HC1,UBE2H-DT	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:130023656	35285134	"Temprano-Sagrera G"
rs3918226-?	2E-16	-	NR	-	-	-	NOS3	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	7:150993088	35285134	"Temprano-Sagrera G"
rs17091891-?	5E-11	-	NR	-	-	-	RPL30P9,LPL	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	8:19985660	35285134	"Temprano-Sagrera G"
rs2954032-?	1E-14	-	NR	-	-	-	TRIB1AL	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	8:125481150	35285134	"Temprano-Sagrera G"
rs1537372-?	1E-154	-	NR	-	-	-	CDKN2B-AS1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	9:22103184	35285134	"Temprano-Sagrera G"
rs649129-?	1E-11	-	NR	-	-	-	ABO,Y_RNA	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	9:133278860	35285134	"Temprano-Sagrera G"
rs9337951-?	1E-12	-	NR	-	-	-	JCAD	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	10:30028144	35285134	"Temprano-Sagrera G"
rs523297-?	9E-18	-	NR	-	-	-	LINC03089	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	10:44261109	35285134	"Temprano-Sagrera G"
rs7088704-?	1E-9	-	NR	-	-	-	TSPAN14	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	10:80482174	35285134	"Temprano-Sagrera G"
rs12221335-?	1E-9	-	NR	-	-	-	CNNM2	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	10:103009635	35285134	"Temprano-Sagrera G"
rs6591052-?	2E-16	-	NR	-	-	-	MIR4693,DYNC2H1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	11:103818483	35285134	"Temprano-Sagrera G"
rs2724414-?	6E-11	-	NR	-	-	-	LINC02732	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	11:110385525	35285134	"Temprano-Sagrera G"
rs11170820-?	7E-10	-	NR	-	-	-	FLJ12825,FAM242C	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	12:54120131	35285134	"Temprano-Sagrera G"
rs4842675-?	1E-11	-	NR	-	-	-	ATP2B1	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	12:89681466	35285134	"Temprano-Sagrera G"
rs28451064-?	9E-27	-	NR	-	-	-	LINC00310,KCNE2	"Coronary artery disease or factor XI levels (pleiotropy)"	"factor XI measurement,coronary artery disease"	-	GCST90129545	21:34221526	35285134	"Temprano-Sagrera G"
rs4656658-?	1E-9	-	NR	-	-	-	NME7,ATP1B1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	1:169181015	35285134	"Temprano-Sagrera G"
rs17163313-?	4E-22	-	NR	-	-	-	MIA3	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	1:222626283	35285134	"Temprano-Sagrera G"
rs12239046-?	1E-30	-	NR	-	-	-	NLRP3	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	1:247438293	35285134	"Temprano-Sagrera G"
rs145769572-?	1E-16	-	NR	-	-	-	NUTF2P8,TDRD15	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:21152161	35285134	"Temprano-Sagrera G"
rs6544713-?	6E-15	-	NR	-	-	-	ABCG8	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:43846742	35285134	"Temprano-Sagrera G"
rs6705839-?	2E-21	-	NR	-	-	-	RPSAP22,PARTICL	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:85534156	35285134	"Temprano-Sagrera G"
rs1558643-?	2E-10	-	NR	-	-	-	IL1R1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:102115231	35285134	"Temprano-Sagrera G"
rs6734238-?	1E-32	-	NR	-	-	-	RNU6-1180P,IL1F10	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:113083453	35285134	"Temprano-Sagrera G"
rs2252641-?	7E-10	-	NR	-	-	-	TEX41	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:145043894	35285134	"Temprano-Sagrera G"
rs145327575-?	1E-9	-	NR	-	-	-	NOP58,SUMO1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:202259195	35285134	"Temprano-Sagrera G"
rs142250318-?	5E-29	-	NR	-	-	-	WDR12,CARF	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:202931039	35285134	"Temprano-Sagrera G"
rs139644567-?	5E-12	-	NR	-	-	-	RAPH1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:203502588	35285134	"Temprano-Sagrera G"
rs715-?	2E-15	-	NR	-	-	-	CPS1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:210678331	35285134	"Temprano-Sagrera G"
rs1250229-?	2E-10	-	NR	-	-	-	LINC00607,FN1-DT	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:215439661	35285134	"Temprano-Sagrera G"
rs59104589-?	2E-19	-	NR	-	-	-	HDLBP	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	2:241298487	35285134	"Temprano-Sagrera G"
rs17843797-?	8E-12	-	NR	-	-	-	UMPS	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	3:124734175	35285134	"Temprano-Sagrera G"
rs9865841-?	2E-36	-	NR	-	-	-	MSL2	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	3:136157283	35285134	"Temprano-Sagrera G"
rs4456810-?	3E-27	-	NR	-	-	-	STAG1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	3:136683311	35285134	"Temprano-Sagrera G"
rs12695685-?	2E-12	-	NR	-	-	-	MRAS	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	3:138377255	35285134	"Temprano-Sagrera G"
rs789294-?	4E-12	-	NR	-	-	-	GPR149	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	3:154339952	35285134	"Temprano-Sagrera G"
rs59950280-?	2E-11	-	NR	-	-	-	DOK7,HGFAC	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:3450618	35285134	"Temprano-Sagrera G"
rs10857147-?	2E-11	-	NR	-	-	-	FGF5,PRDM8	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:80259918	35285134	"Temprano-Sagrera G"
rs7678555-?	1E-11	-	NR	-	-	-	MAD2L1,LINC02502	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:119988346	35285134	"Temprano-Sagrera G"
rs144959191-?	3E-18	-	NR	-	-	-	MARK2P11,LINC02227	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:158306526	35285134	"Temprano-Sagrera G"
rs139132688-?	4E-17	-	NR	-	-	-	SFRP2,DCHS2	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:154065159	35285134	"Temprano-Sagrera G"
rs2227402-?	9E-182	-	NR	-	-	-	FGB	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:154565318	35285134	"Temprano-Sagrera G"
rs11725969-?	2E-16	-	NR	-	-	-	GUCY1A1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	4:155705436	35285134	"Temprano-Sagrera G"
rs17263917-?	2E-10	-	NR	-	-	-	SNHG18,TAS2R1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:9552226	35285134	"Temprano-Sagrera G"
rs13355592-?	2E-10	-	NR	-	-	-	ARL2BPP4,HINT1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:131064345	35285134	"Temprano-Sagrera G"
rs9327618-?	2E-11	-	NR	-	-	-	RAPGEF6	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:131571971	35285134	"Temprano-Sagrera G"
rs2057655-?	1E-75	-	NR	-	-	-	IRF1-AS1,IRF1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:132471932	35285134	"Temprano-Sagrera G"
rs246600-?	2E-13	-	NR	-	-	-	ARHGAP26	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	5:143137332	35285134	"Temprano-Sagrera G"
rs13197912-?	8E-30	-	NR	-	-	-	PHACTR1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:12908515	35285134	"Temprano-Sagrera G"
rs77737921-?	1E-9	-	NR	-	-	-	SCGN	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:25691923	35285134	"Temprano-Sagrera G"
rs6913271-?	1E-9	-	NR	-	-	-	LINC00240	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:27028352	35285134	"Temprano-Sagrera G"
rs142334036-?	3E-11	-	NR	-	-	-	LINC01012	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:27701625	35285134	"Temprano-Sagrera G"
rs1225600-?	1E-10	-	NR	-	-	-	ZSCAN26	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:28269667	35285134	"Temprano-Sagrera G"
rs181943824-?	3E-12	-	NR	-	-	-	HLA-V,IFITM4P	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:29783716	35285134	"Temprano-Sagrera G"
rs139141104-?	9E-19	-	NR	-	-	-	MUC22	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:31021244	35285134	"Temprano-Sagrera G"
rs117796653-?	3E-16	-	NR	-	-	-	EIF4EP4,SEMA3C	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:81068438	35285134	"Temprano-Sagrera G"
rs115493686-?	1E-12	-	NR	-	-	-	PLXNA4	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:132532892	35285134	"Temprano-Sagrera G"
rs3822921-?	1E-9	-	NR	-	-	-	ANKS1A	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:35089554	35285134	"Temprano-Sagrera G"
rs106782-?	2E-9	-	NR	-	-	-	PRIM2,RAB23	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:57254820	35285134	"Temprano-Sagrera G"
rs1832181-?	2E-22	-	NR	-	-	-	TARID,LINC01312	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:133865027	35285134	"Temprano-Sagrera G"
rs144078421-?	6E-27	-	NR	-	-	-	AIRN,IGF2R	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:160003858	35285134	"Temprano-Sagrera G"
rs55730499-?	3E-124	-	NR	-	-	-	LPA	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:160584578	35285134	"Temprano-Sagrera G"
rs55754459-?	5E-16	-	NR	-	-	-	AGPAT4	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	6:161130144	35285134	"Temprano-Sagrera G"
rs2177652-?	5E-13	-	NR	-	-	-	SNX13	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:17855310	35285134	"Temprano-Sagrera G"
rs2023938-?	4E-11	-	NR	-	-	-	HDAC9	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:18997152	35285134	"Temprano-Sagrera G"
rs11556924-?	2E-16	-	NR	-	-	-	ZC3HC1,UBE2H-DT	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:130023656	35285134	"Temprano-Sagrera G"
rs3918226-?	8E-17	-	NR	-	-	-	NOS3	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	7:150993088	35285134	"Temprano-Sagrera G"
rs7012814-?	3E-11	-	NR	-	-	-	PPP1R3B-DT	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	8:9315848	35285134	"Temprano-Sagrera G"
rs17091891-?	3E-12	-	NR	-	-	-	RPL30P9,LPL	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	8:19985660	35285134	"Temprano-Sagrera G"
rs112875651-?	4E-16	-	NR	-	-	-	TRIB1AL	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	8:125494452	35285134	"Temprano-Sagrera G"
rs1537372-?	9E-158	-	NR	-	-	-	CDKN2B-AS1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	9:22103184	35285134	"Temprano-Sagrera G"
rs649129-?	3E-11	-	NR	-	-	-	ABO,Y_RNA	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	9:133278860	35285134	"Temprano-Sagrera G"
rs9337951-?	1E-12	-	NR	-	-	-	JCAD	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:30028144	35285134	"Temprano-Sagrera G"
rs11238801-?	2E-18	-	NR	-	-	-	LINC03089,LINC00841	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:43993036	35285134	"Temprano-Sagrera G"
rs10822168-?	1E-22	-	NR	-	-	-	JMJD1C	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:63405424	35285134	"Temprano-Sagrera G"
rs7088704-?	9E-10	-	NR	-	-	-	TSPAN14	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:80482174	35285134	"Temprano-Sagrera G"
rs2246833-?	7E-11	-	NR	-	-	-	LIPA	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:89246097	35285134	"Temprano-Sagrera G"
rs12221335-?	1E-9	-	NR	-	-	-	CNNM2	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	10:103009635	35285134	"Temprano-Sagrera G"
rs12360647-?	1E-9	-	NR	-	-	-	SWAP70	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	11:9729542	35285134	"Temprano-Sagrera G"
rs7934094-?	3E-13	-	NR	-	-	-	TTC17	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	11:43484157	35285134	"Temprano-Sagrera G"
rs7935829-?	2E-9	-	NR	-	-	-	MS4A6A	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	11:60175342	35285134	"Temprano-Sagrera G"
rs6591052-?	2E-16	-	NR	-	-	-	MIR4693,DYNC2H1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	11:103818483	35285134	"Temprano-Sagrera G"
rs2724414-?	1E-10	-	NR	-	-	-	LINC02732	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	11:110385525	35285134	"Temprano-Sagrera G"
rs1521516-?	7E-12	-	NR	-	-	-	DIP2B	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:50661925	35285134	"Temprano-Sagrera G"
rs11170820-?	6E-10	-	NR	-	-	-	FLJ12825,FAM242C	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:54120131	35285134	"Temprano-Sagrera G"
rs4842675-?	4E-13	-	NR	-	-	-	ATP2B1	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:89681466	35285134	"Temprano-Sagrera G"
rs17550549-?	2E-25	-	NR	-	-	-	MYL2	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:110919667	35285134	"Temprano-Sagrera G"
rs7310615-?	8E-35	-	NR	-	-	-	SH2B3	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:111427245	35285134	"Temprano-Sagrera G"
rs7953257-?	9E-27	-	NR	-	-	-	HECTD4	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:112246417	35285134	"Temprano-Sagrera G"
rs11614295-?	2E-16	-	NR	-	-	-	RPH3A	"Coronary artery disease or fibrinogen levels (pleiotropy)"	"fibrinogen measurement,coronary artery disease"	-	GCST90129546	12:112758928	35285134	"Temprano-Sagrera G"
rs4714955-?	4E-29	-	NR	-	-	-	PHACTR1	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	6:12903203	35285134	"Temprano-Sagrera G"
rs3094663-?	2E-10	-	NR	-	-	-	PSORS1C1	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	6:31139310	35285134	"Temprano-Sagrera G"
rs3822921-?	1E-9	-	NR	-	-	-	ANKS1A	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	6:35089554	35285134	"Temprano-Sagrera G"
rs10455872-?	3E-121	-	NR	-	-	-	LPA	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	6:160589086	35285134	"Temprano-Sagrera G"
rs2023938-?	4E-11	-	NR	-	-	-	HDAC9	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	7:18997152	35285134	"Temprano-Sagrera G"
rs2227631-?	1E-13	-	NR	-	-	-	TRIM56,SERPINE1	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	7:101126257	35285134	"Temprano-Sagrera G"
rs11556924-?	4E-16	-	NR	-	-	-	ZC3HC1,UBE2H-DT	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	7:130023656	35285134	"Temprano-Sagrera G"
rs17091891-?	7E-11	-	NR	-	-	-	RPL30P9,LPL	"Coronary artery disease or plasminogen activator inhibitor 1 levels (pleiotropy)"	"coronary artery disease,plasminogen activator inhibitor 1 measurement"	-	GCST90129548	8:19985660	35285134	"Temprano-Sagrera G"
